0,584.0
1,350.2381603340468
2,220.8474147033769
3,242.34667962221113
4,649.9442026424623
5,629.7622896312972
6,216.05887499866344
7,587.7912876618223
8,1202.1549657190444
9,1165.605392087186
10,825.0233237564341
11,647.6911390725686
12,1160.544750451204
13,1128.0162189429566
14,523.8037407935456
15,1427.139366078792
16,926.1540473062794
17,1144.2436457921442
18,1136.5129121444063
19,1025.6296207839262
20,1226.1746244221479
21,1111.4002658667441
22,1093.9276803197192
23,1075.5154346216875
24,1057.685873504582
25,1125.2926945099973
26,1056.9707222003492
27,818.8043999479698
28,875.5400161299688
29,884.5712943129904
30,1043.0229792562855
31,1024.9388596160395
32,710.8681673951701
33,1044.2164227979952
34,1452.5966637979213
35,1185.7333855359655
36,1104.778249166568
37,979.0635097754946
38,1085.3030902551357
39,998.3583947055104
40,1013.0489400472165
41,964.1736793297925
42,1021.6426888836398
43,1131.437281588556
44,1151.726070351206
45,1111.7756626492255
46,1024.1354889068336
47,833.5127572216924
48,1070.4862288995218
49,1232.3018706515363
50,1321.231872848506
51,1098.221690439194
52,1022.5865638089102
53,924.5246201456293
54,957.6609007949864
55,1024.343231074782
56,1176.8660176311325
57,1001.4211228632408
58,1197.368899267482
59,1196.5852238192786
60,1196.7126683282727
61,1189.448690478365
62,1189.6058164036208
63,1195.6971786968254
64,1199.5052118117687
65,1202.6073531096035
66,1197.9108978141082
67,1203.0467671566764
68,1202.1438443177897
