0,808.0
1,981.624720498641
2,786.3866394297443
3,997.9635513673137
4,946.0509559661705
5,916.8467000359526
6,731.7699668167613
7,869.5267910554537
8,835.8501120703706
9,895.6556935085028
10,873.4363729046904
11,784.4959752813795
12,1016.204480587744
13,991.5888660506985
14,1050.5897969311036
15,807.8593515422983
16,1028.398260537781
17,1141.1930745340183
18,1149.8914431878197
19,895.2539973586258
20,854.9309866666723
21,838.9248183112194
22,985.311304809637
23,852.5487982168099
24,1045.7013523368666
25,874.5963616957515
26,1013.7373747910411
27,1083.5287146230967
28,984.6869936141334
29,1040.4161771761471
30,1186.1142477742728
31,1186.9928721332335
32,1006.643239590341
33,956.8145319568306
34,1133.2232163414099
35,1131.6757743458556
36,1090.5132027060124
37,1104.2263037703547
38,1069.6581600664342
39,1088.4677545793966
40,1210.5073836387476
41,1118.2808148221395
42,1156.8246722253605
43,1189.1463885900564
44,1155.6997484710478
45,1132.2420570820614
